
"2026-06-24","Subhashisa Praharaj","https://doi.org/10.30954/ndp-pcsa.2020.36","気候変動が深刻化する中、「賢い農業」とは、食料を安定して生産しながら、変化する気候から農地を守り、さらに地球温暖化の原因となるガスも減らしていく、持続可能な農業の未来を示すものです。"
"2026-06-24","  他","https://doi.org/10.32598/jaehr.9.4.1219","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","Muriel Michel-Clupot 他","https://doi.org/10.3917/gmp.pr1.0013","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","Bakhsh Noor 他","https://doi.org/10.17957/ijab/15.2067","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","Yaman Saad Fadhil Al-Mahmood","https://doi.org/10.33899/magrj.2022.134238.1178","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","Saad alkhoury 他","https://doi.org/10.33899/magrj.2022.134116.1177","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","Wjdan Al-Obaidy","https://doi.org/10.33899/magrj.2022.134702.1184","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","dilzar zrar 他","https://doi.org/10.33899/magrj.2022.133920.1173","【Gemini APIエラー】ステータスコード: 429 Googleからの返答: {   ""error"": {     ""code"": 429,     ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 15.620247914s."",     ""status"": ""RESOURCE_EXHAUSTED"",     ""details"": [       {         ""@type"": ""type.googleapis.com/google.rpc.Help"",         ""links"": [           {             ""description"": ""Learn more about Gemini API quotas"",             ""url"": ""https://ai.google.dev/gemini-api/docs/rate-limits""           }         ]       },       {         ""@type"": ""type.googleapis.com/google.rpc.QuotaFailure"",         ""violations"": [           {             ""quotaMetric"": ""generativelanguage.googleapis.com/generate_content_free_tier_requests"",             ""quotaId"": ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier"",             ""quotaDimensions"": {               ""location"": ""global"",               ""model"": ""gemini-2.5-flash""             },             ""quotaValue"": ""5""           }         ]       },       {         ""@type"": ""type.googleapis.com/google.rpc.RetryInfo"",         ""retryDelay"": ""15s""       }     ]   } } "
"2026-06-24","Kamaran Taha","https://doi.org/10.33899/magrj.2022.132675.1156","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
"2026-06-24","ARKAN M.A. SEDEEQ 他","https://doi.org/10.33899/magrj.2022.133350.1168","【Gemini APIエラー】ステータスコード: ServiceUnavailable Googleからの返答: {   ""error"": {     ""code"": 503,     ""message"": ""This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later."",     ""status"": ""UNAVAILABLE""   } } "
